EOM,idx,id,customer_id,switches,value,switch_start,switch_end
2023-01-31,26,6,1112,2,99.9,2023-01-01,2023-01-31
2023-01-31,27,6,1112,2,99.9,2023-01-01,2023-01-31
2023-01-31,28,6,1112,2,99.9,2023-01-01,2023-01-31
2023-01-31,29,6,1112,2,99.9,2023-01-01,2023-01-31
2023-01-31,30,6,1112,2,99.9,2023-01-01,2023-01-31
2023-01-31,31,6,1112,2,99.9,2023-01-01,2023-01-31
2023-01-31,1,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,2,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,3,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,4,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,5,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,6,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,7,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,8,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,9,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,10,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,11,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,12,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,13,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,14,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,15,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,16,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,17,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,18,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,19,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,20,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,21,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,22,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,23,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,24,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,25,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,26,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,27,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,28,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,29,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,30,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,31,8,1113,3,99.9,2023-01-01,2023-01-31
2023-01-31,32,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,33,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,34,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,35,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,36,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,37,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,38,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,39,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,40,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,41,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,42,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,43,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,44,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,45,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,46,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,47,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,48,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,49,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,50,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,51,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,52,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,53,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,54,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,55,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,56,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,57,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,58,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,59,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,60,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,61,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,62,11,1114,1,99.9,2022-12-01,2023-12-01
2023-01-31,32,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,33,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,34,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,35,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,36,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,37,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,38,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,39,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,40,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,41,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,42,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,43,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,44,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,45,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,46,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,47,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,48,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,49,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,50,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,51,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,52,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,53,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,54,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,55,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,56,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,57,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,58,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,59,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,60,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,61,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,62,12,1115,1,99.9,2022-12-01,2023-12-01
2023-01-31,93,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,94,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,95,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,96,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,97,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,98,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,99,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,100,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,101,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,102,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,103,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,104,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,105,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,106,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,107,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,108,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,109,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,110,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,111,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,112,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,113,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,114,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,115,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,116,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,117,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,118,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,119,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,120,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,121,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,122,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,123,13,1116,1,99.9,2022-10-01,2023-10-01
2023-01-31,32,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,33,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,34,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,35,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,36,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,37,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,38,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,39,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,40,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,41,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,42,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,43,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,44,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,45,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,46,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,47,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,48,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,49,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,50,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,51,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,52,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,53,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,54,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,55,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,56,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,57,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,58,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,59,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,60,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,61,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,62,14,1117,1,99.9,2022-12-01,2023-12-01
2023-01-31,32,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,33,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,34,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,35,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,36,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,37,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,38,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,39,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,40,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,41,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,42,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,43,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,44,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,45,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,46,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,47,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,48,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,49,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,50,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,51,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,52,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,53,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,54,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,55,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,56,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,57,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,58,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,59,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,60,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,61,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,62,15,1118,1,99.9,2022-12-01,2023-12-01
2023-01-31,1,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,2,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,3,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,4,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,5,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,6,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,7,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,8,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,9,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,10,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,11,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,12,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,13,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,14,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,15,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,16,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,17,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,18,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,19,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,20,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,21,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,22,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,23,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,24,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,25,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,26,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,27,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,28,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,29,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,30,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,31,16,1119,2,99.9,2023-01-01,2023-01-31
2023-01-31,357,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,358,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,359,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,360,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,361,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,362,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,363,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,364,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,365,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,366,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,367,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,368,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,369,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,370,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,371,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,372,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,373,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,374,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,375,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,376,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,377,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,378,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,379,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,380,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,381,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,382,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,383,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,384,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,385,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,386,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,387,19,1120,5,101,2023-01-01,2023-01-31
2023-01-31,32,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,33,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,34,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,35,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,36,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,37,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,38,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,39,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,40,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,41,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,42,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,43,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,44,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,45,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,46,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,47,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,48,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,49,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,50,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,51,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,52,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,53,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,54,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,55,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,56,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,57,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,58,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,59,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,60,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,61,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,62,23,1121,1,99.9,2022-12-01,2023-12-01
2023-01-31,32,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,33,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,34,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,35,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,36,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,37,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,38,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,39,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,40,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,41,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,42,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,43,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,44,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,45,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,46,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,47,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,48,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,49,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,50,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,51,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,52,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,53,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,54,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,55,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,56,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,57,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,58,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,59,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,60,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,61,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,62,24,1122,1,99.9,2022-12-01,2023-12-01
2023-01-31,32,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,33,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,34,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,35,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,36,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,37,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,38,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,39,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,40,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,41,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,42,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,43,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,44,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,45,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,46,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,47,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,48,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,49,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,50,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,51,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,52,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,53,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,54,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,55,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,56,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,57,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,58,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,59,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,60,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,61,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,62,25,1123,1,99.9,2022-12-01,2023-12-01
2023-01-31,32,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,33,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,34,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,35,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,36,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,37,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,38,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,39,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,40,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,41,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,42,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,43,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,44,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,45,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,46,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,47,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,48,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,49,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,50,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,51,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,52,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,53,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,54,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,55,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,56,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,57,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,58,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,59,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,60,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,61,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,62,26,1124,1,99.9,2022-12-01,2023-12-01
2023-01-31,1,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,2,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,3,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,4,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,5,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,6,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,7,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,8,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,9,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,10,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,11,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,12,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,13,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,14,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,15,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,16,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,17,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,18,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,19,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,20,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,21,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,22,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,23,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,24,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,25,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,26,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,27,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,28,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,29,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,30,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,31,27,1125,2,99.9,2023-01-01,2023-01-31
2023-01-31,32,29,1126,1,99.9,2022-12-01,2023-12-01
2023-01-31,33,29,1126,1,99.9,2022-12-01,2023-12-01
2023-01-31,34,29,1126,1,99.9,2022-12-01,2023-12-01
